Sentence,Region,DataSource,Country,is_synthetic,text_clean,word_count
ما فيش جدوى اطلب من الناس ان يغيروا حياتهم انتوا بأفعالكم تغيروها,GLF,SYNTHETIC,NA,True,ما فيش جدوي اطلب من الناس ان يغيروا حياتهم انتوا بافعالكم تغيروها,12
أنا حاولت انظر في الملف دي ولا أقدر أفهم شي واحد وايد,GLF,SYNTHETIC,NA,True,انا حاولت انظر في الملف دي ولا اقدر افهم شي واحد وايد,12
أكيد محتاجين نخلي الناس تتواصل أكثر على مواقع التواصل الاجتماعي وايد,GLF,SYNTHETIC,NA,True,اكيد محتاجين نخلي الناس تتواصل اكثر علي مواقع التواصل الاجتماعي وايد,11
أكيد هاد الموضوع بيضايق فين محتاجين نحكي مع بعض وايد,GLF,SYNTHETIC,NA,True,اكيد هاد الموضوع بيضايق فين محتاجين نحكي مع بعض وايد,10
أنا ما عندوش فكرة انا كده بقاش عاوز أعرف اجيب مفتاح البيت وايد,GLF,SYNTHETIC,NA,True,انا ما عندوش فكره انا كده بقاش عاوز اعرف اجيب مفتاح البيت وايد,13
أنا بحب إيه اللي عندك في الحفلة بتاعتي وايد تانيه ما أعرفه الا من الصور اللي في الهاتف,GLF,SYNTHETIC,NA,True,انا بحب ايه اللي عندك في الحفله بتاعتي وايد تانيه ما اعرفه الا من الصور اللي في الهاتف,18
أنا ما شفت يوم كدا من حبيبي وايد بقيت بقلبي وايد,GLF,SYNTHETIC,NA,True,انا ما شفت يوم كدا من حبيبي وايد بقيت بقلبي وايد,11
أنا بحب اعرف اكتر مية شوية عن الناس وايد بقيت مثلا وايد,GLF,SYNTHETIC,NA,True,انا بحب اعرف اكتر ميه شويه عن الناس وايد بقيت مثلا وايد,12
أكيد أنا ما شفت يوم كدا من حبيبي وايد بقيت أحس به وايد,GLF,SYNTHETIC,NA,True,اكيد انا ما شفت يوم كدا من حبيبي وايد بقيت احس به وايد,13
وايد الصبح نوم خلاني كسير شوية وايد,GLF,SYNTHETIC,NA,True,وايد الصبح نوم خلاني كسير شويه وايد,7
تعالي وايد نشتري مكتبة بدل الكومبيuter اللي جاي عني,GLF,SYNTHETIC,NA,True,تعالي وايد نشتري مكتبه بدل الكومبي اللي جاي عني,9
شو العيب على الفيس بوك ياحبيبي؟ تراه دائماً تغرق في الهاشتاغات,GLF,SYNTHETIC,NA,True,شو العيب علي الفيس بوك ياحبيبي؟ تراه دائما تغرق في الهاشتاغات,11
اغلب الأوقات أعيش بالفسيفساء مع الأحلام اللي جايمة وايد,GLF,SYNTHETIC,NA,True,اغلب الاوقات اعيش بالفسيفساء مع الاحلام اللي جايمه وايد,9
مع السلامة وايد عشان ما أخاف عليك عند التحرك,GLF,SYNTHETIC,NA,True,مع السلامه وايد عشان ما اخاف عليك عند التحرك,9
تري ما كان عندهم وقت ليعجبوا بأغاني المهرجانات اصلاً,GLF,SYNTHETIC,NA,True,تري ما كان عندهم وقت ليعجبوا باغاني المهرجانات اصلا,9
محتاج للياقة بدنية وايد للخروج في الجولات اللي أعرفها,GLF,SYNTHETIC,NA,True,محتاج للياقه بدنيه وايد للخروج في الجولات اللي اعرفها,9
دايمًا ما أعرف أستعد قبل العمل انا وايد,GLF,SYNTHETIC,NA,True,دايما ما اعرف استعد قبل العمل انا وايد,8
شو حكاية السرور اللي جاييني بالصدفة من وراء الشجرة؟ تراه عادي,GLF,SYNTHETIC,NA,True,شو حكايه السرور اللي جاييني بالصدفه من وراء الشجره؟ تراه عادي,11
مو مهم ان تقدر تعلم باللي تعرفه عشان اللي عايزين تتعلمه بعدين,GLF,SYNTHETIC,NA,True,مو مهم ان تقدر تعلم باللي تعرفه عشان اللي عايزين تتعلمه بعدين,12
إحساس بالضيق زي كدة وايد بتاعتي ما أقدر أخرج من الحزازيات,GLF,SYNTHETIC,NA,True,احساس بالضيق زي كده وايد بتاعتي ما اقدر اخرج من الحزازيات,11
أنا في الغفلة وايد أتعلم أكل الفراولة بيدي,GLF,SYNTHETIC,NA,True,انا في الغفله وايد اتعلم اكل الفراوله بيدي,8
أنا مش هاجلس انتظر حتى أكمل السفر وايد,GLF,SYNTHETIC,NA,True,انا مش هاجلس انتظر حتي اكمل السفر وايد,8
لو في شي أخر طلع من النهار داينا ينصحوني بايه؟ تراه أنت يا أخوي,GLF,SYNTHETIC,NA,True,لو في شي اخر طلع من النهار داينا ينصحوني بايه؟ تراه انت يا اخوي,14
مو بدي أعرف حجم مشاعر الغربة بعدين وايد,GLF,SYNTHETIC,NA,True,مو بدي اعرف حجم مشاعر الغربه بعدين وايد,8
أنا وايد بحب تجربة الأطعمة الجديدة والمعقدة,GLF,SYNTHETIC,NA,True,انا وايد بحب تجربه الاطعمه الجديده والمعقده,7
أنا وايد ما قدرت أتحمل غيابك بعدين,GLF,SYNTHETIC,NA,True,انا وايد ما قدرت اتحمل غيابك بعدين,7
مو فكر في أي شيء تاني وايد لحتى أكمل التدريب,GLF,SYNTHETIC,NA,True,مو فكر في اي شيء تاني وايد لحتي اكمل التدريب,10
وايد قولي انتي ما تحبين طبخ التونكاش؟,GLF,SYNTHETIC,NA,True,وايد قولي انتي ما تحبين طبخ التونكاش؟,7
تراه الجيران كانوا يزورون البيت زي ما كانوا يفترشون الناموس؟,GLF,SYNTHETIC,NA,True,تراه الجيران كانوا يزورون البيت زي ما كانوا يفترشون الناموس؟,10
ما حابب اروح يوم غد للمدرسة باش اعرف ايه ما جاتلي في الايام اللي ماضية,GLF,SYNTHETIC,NA,True,ما حابب اروح يوم غد للمدرسه باش اعرف ايه ما جاتلي في الايام اللي ماضيه,15
شو بدك تشتري لبيتنا غدا من البقالة اخبار جديدة عن صاحب السفارة اللي كان بيطحن القمح؟,GLF,SYNTHETIC,NA,True,شو بدك تشتري لبيتنا غدا من البقاله اخبار جديده عن صاحب السفاره اللي كان بيطحن القمح؟,16
اغلب اللي يعملون معاه في شركة البريد ممكن يحسدوني على رواتبي زي ما يحسدو على ماء الورد,GLF,SYNTHETIC,NA,True,اغلب اللي يعملون معاه في شركه البريد ممكن يحسدوني علي رواتبي زي ما يحسدو علي ماء الورد,17
مو برضو ما حابب اتكلم معه وايد لما ما انا بعرف نظرات وجهه ولا سمعته صوته حتى انا اناشده على خاطره,GLF,SYNTHETIC,NA,True,مو برضو ما حابب اتكلم معه وايد لما ما انا بعرف نظرات وجهه ولا سمعته صوته حتي انا اناشده علي خاطره,21
"دايمًا اللي يروح المكتبة يقرأ القرآن الكريم والقرآن باللهجة السعيدية، يرجع بقولة ""ما كتر قراني؟""",GLF,SYNTHETIC,NA,True,دايما اللي يروح المكتبه يقرا القران الكريم والقران باللهجه السعيديه، يرجع بقوله ما كتر قراني؟,15
مفيش حاجة تانية بدو حاجة تانية في البيت وايد اللي ما حصلش لازم يبقى ما يحصل وايد,GLF,SYNTHETIC,NA,True,مفيش حاجه تانيه بدو حاجه تانيه في البيت وايد اللي ما حصلش لازم يبقي ما يحصل وايد,17
مفيش شي فرق بين العود والترمس الا ان العود هو ما يدخل في طبخ الكفتة والترمس ما يدخل في طبخ البطلة,GLF,SYNTHETIC,NA,True,مفيش شي فرق بين العود والترمس الا ان العود هو ما يدخل في طبخ الكفته والترمس ما يدخل في طبخ البطله,21
ما كنت بعرف ان التكنولوجيا بتغير حياتنا زي ما هي، لو كان عندي علم بالتقنية كان اعرف ما هو الحاجة اللي بتعملها على الهواتف والكمبيوتر,GLF,SYNTHETIC,NA,True,ما كنت بعرف ان التكنولوجيا بتغير حياتنا زي ما هي، لو كان عندي علم بالتقنيه كان اعرف ما هو الحاجه اللي بتعملها علي الهواتف والكمبيوتر,25
مش هادئين حتى الليل، كل اللي ما ننام بس نستمع لحفلة الأغاني على الموبايل والجاتيلين، وشو مفيش من الراكبيين في الشارع اللي ما يلعبون الشطرنج أو الاربعة الاربعين,GLF,SYNTHETIC,NA,True,مش هادئين حتي الليل، كل اللي ما ننام بس نستمع لحفله الاغاني علي الموبايل والجاتيلين، وشو مفيش من الراكبيين في الشارع اللي ما يلعبون الشطرنج او الاربعه الاربعين,28
لا تقلق، بس اكيد عندك معلومات جديدة وايد، وشوشت عليها ليه؟,GLF,SYNTHETIC,NA,True,لا تقلق، بس اكيد عندك معلومات جديده وايد، وشوشت عليها ليه؟,11
أنا محتاج أسابيح، ودي أعرف أسابيح من كيوتو، وأنا أبحث عنها على الانترنت وايد، اتمنى أجد واحدة أخنوش فيها,GLF,SYNTHETIC,NA,True,انا محتاج اسابيح، ودي اعرف اسابيح من كيوتو، وانا ابحث عنها علي الانترنت وايد، اتمني اجد واحده اخنوش فيها,19
أنا بحب أركب السيارة، والسيارة تجبرني على الصعود إلى الجبال، ولكن بعدين، ما انا بعرف اركب السيارة في الجبل، أبغى أعرف كيف أركب السيارة في الجبل,GLF,SYNTHETIC,NA,True,انا بحب اركب السياره، والسياره تجبرني علي الصعود الي الجبال، ولكن بعدين، ما انا بعرف اركب السياره في الجبل، ابغي اعرف كيف اركب السياره في الجبل,26
إذًا يا ترى من الذي يقرر إذا كانت الأطعمة خالية من الغلوتين، وما إذا كان الطعام الخالي من الغلوتين يكون طيبًا لشخص معين؟,GLF,SYNTHETIC,NA,True,اذا يا تري من الذي يقرر اذا كانت الاطعمه خاليه من الغلوتين، وما اذا كان الطعام الخالي من الغلوتين يكون طيبا لشخص معين؟,23
مثلا، اللي يعمل في شركات التكنولوجيا، يقدر يضحك على نفسه، ويقول، لو كان عندي علم بالتقنية، كيف أعرف ان الناس مش فاهمة؟,GLF,SYNTHETIC,NA,True,مثلا، اللي يعمل في شركات التكنولوجيا، يقدر يضحك علي نفسه، ويقول، لو كان عندي علم بالتقنيه، كيف اعرف ان الناس مش فاهمه؟,22
إن صحة الإنسان هي القلب الدائم لكل جهود المدربين في مجال الصحة العامة.,general,SYNTHETIC,NA,True,ان صحه الانسان هي القلب الدائم لكل جهود المدربين في مجال الصحه العامه,13
بالطبع أتفق معك تماما، التكنولوجيا يمكنها أن تكون حصنًا حقيقيًا أمام التغييرات المفاجئة.,general,SYNTHETIC,NA,True,بالطبع اتفق معك تماما، التكنولوجيا يمكنها ان تكون حصنا حقيقيا امام التغييرات المفاجئه,13
في يومي، أقضي بعض الوقت في مشاركة صور طعامي عبر الفيسبوك مع الأصدقاء.,general,SYNTHETIC,NA,True,في يومي، اقضي بعض الوقت في مشاركه صور طعامي عبر الفيسبوك مع الاصدقاء,13
لقد اشاع هذا الطعام الشهير بين جماهير كرة القدم منذ بداية الموسم.,general,SYNTHETIC,NA,True,لقد اشاع هذا الطعام الشهير بين جماهير كره القدم منذ بدايه الموسم,12
أجد التحديات الصعبة تحفزني أكثر على العمل وأضعني أمام فرص أفضل.,general,SYNTHETIC,NA,True,اجد التحديات الصعبه تحفزني اكثر علي العمل واضعني امام فرص افضل,11
من الصعب العثور على منزل يناسب الجميع دون النظر إلى شروط التصميم الداخلية.,general,SYNTHETIC,NA,True,من الصعب العثور علي منزل يناسب الجميع دون النظر الي شروط التصميم الداخليه,13
كثيرون يعتبرون النشاط الفردي ضروريًا للراحة النفسية والتواصل مع الذات.,general,SYNTHETIC,NA,True,كثيرون يعتبرون النشاط الفردي ضروريا للراحه النفسيه والتواصل مع الذات,10
معظم الشباب يستخدمون السوشيال ميديا لأهداف متنوعة، منها الإطلاع على الأخبار فقط.,general,SYNTHETIC,NA,True,معظم الشباب يستخدمون السوشيال ميديا لاهداف متنوعه، منها الاطلاع علي الاخبار فقط,12
التعليم التفاعلي يخلق بيئة تعليمية أكثر متعة وجاذبية لدى الطلاب والطالبات.,general,SYNTHETIC,NA,True,التعليم التفاعلي يخلق بيئه تعليميه اكثر متعه وجاذبيه لدي الطلاب والطالبات,11
البحث عن وظيفة يتطلب الكثير من الجهد والالتزام، ولكن النتيجة تستحق العناء.,general,SYNTHETIC,NA,True,البحث عن وظيفه يتطلب الكثير من الجهد والالتزام، ولكن النتيجه تستحق العناء,12
أنا أعتقد أن الحفاظ على اللباقة في أي موقف قد يمنع الكثير من الخلافات.,general,SYNTHETIC,NA,True,انا اعتقد ان الحفاظ علي اللباقه في اي موقف قد يمنع الكثير من الخلافات,14
هذا النوع من المشاهدات يمكن أن يكون ساحراً في الأفلام الرومانسية ولكن ليس في الواقع.,general,SYNTHETIC,NA,True,هذا النوع من المشاهدات يمكن ان يكون ساحرا في الافلام الرومانسيه ولكن ليس في الواقع,15
الأكل الصحي هو أمر هام، لكن التنقل بين الوجبات البسيطة أكثر كفاءة ومريحة للموظفين.,general,SYNTHETIC,NA,True,الاكل الصحي هو امر هام، لكن التنقل بين الوجبات البسيطه اكثر كفاءه ومريحه للموظفين,14
كثير من الكتب التي أقرأها تشجعني على النظر إلى الجانب الإيجابي من الأمور.,general,SYNTHETIC,NA,True,كثير من الكتب التي اقراها تشجعني علي النظر الي الجانب الايجابي من الامور,13
أحيانا يكون الصمت من أفضل الوسائل للتوقف عن التفكير في أمور تزعجني.,general,SYNTHETIC,NA,True,احيانا يكون الصمت من افضل الوسائل للتوقف عن التفكير في امور تزعجني,12
السفر لا يقتصر فقط على الاستمتاع بالوجهات البعيدة، بل على التعلم عن الآخر أيضا.,general,SYNTHETIC,NA,True,السفر لا يقتصر فقط علي الاستمتاع بالوجهات البعيده، بل علي التعلم عن الاخر ايضا,14
أرى أنه لا يزال هناك مجال واسع للأبحاث حول عواقب التغير المناخي على المناخ العالمي.,general,SYNTHETIC,NA,True,اري انه لا يزال هناك مجال واسع للابحاث حول عواقب التغير المناخي علي المناخ العالمي,15
إذا استمريت في البقاء على درب التعلم المستمر، ستجد نفسك مستعدًا لأي تحديات قد تواجهك.,general,SYNTHETIC,NA,True,اذا استمريت في البقاء علي درب التعلم المستمر، ستجد نفسك مستعدا لاي تحديات قد تواجهك,15
يحب أغلب الأطفال اللعب في الحديقة اليوم,general,SYNTHETIC,NA,True,يحب اغلب الاطفال اللعب في الحديقه اليوم,7
لا توجد بائعات الهوى في المدينة سوى في الأسواق التقليدية القديمة,general,SYNTHETIC,NA,True,لا توجد بائعات الهوي في المدينه سوي في الاسواق التقليديه القديمه,11
أنا فعلاً سعيد بزيارتك اليوم، لك تأثير جيد على يومي,general,SYNTHETIC,NA,True,انا فعلا سعيد بزيارتك اليوم، لك تاثير جيد علي يومي,10
كثيرون يفضلون تحضير الطبق التقليدي بدلاً من ordering طعام خارجي,general,SYNTHETIC,NA,True,كثيرون يفضلون تحضير الطبق التقليدي بدلا من طعام خارجي,9
لماذا لا نجتمع للتشاور حول مشروع العمل الخيري القادم؟,general,SYNTHETIC,NA,True,لماذا لا نجتمع للتشاور حول مشروع العمل الخيري القادم؟,9
الصبر ضروري في معظم الحالات لتجاوز المواقف الصعبة,general,SYNTHETIC,NA,True,الصبر ضروري في معظم الحالات لتجاوز المواقف الصعبه,8
تبدو تلك الرسالة من صديقتي غامرة جداً في معانيها,general,SYNTHETIC,NA,True,تبدو تلك الرساله من صديقتي غامره جدا في معانيها,9
في قلب المدينة، يمكنك العثور على بعض أكبر المقاهي التقليدية,general,SYNTHETIC,NA,True,في قلب المدينه، يمكنك العثور علي بعض اكبر المقاهي التقليديه,10
أحب أن أتناول الغداء خارج المنزل من حين لآخر، خاصة في شهر الصيف,general,SYNTHETIC,NA,True,احب ان اتناول الغداء خارج المنزل من حين لاخر، خاصه في شهر الصيف,13
هل يمكننا أن نتناقش عن طرق أكثر فعالية لمكافحة التغير المناخي,general,SYNTHETIC,NA,True,هل يمكننا ان نتناقش عن طرق اكثر فعاليه لمكافحه التغير المناخي,11
عندما أشعر بالقلق، ألجأ عادة إلى الاسترخاء بفضل التأمل,general,SYNTHETIC,NA,True,عندما اشعر بالقلق، الجا عاده الي الاسترخاء بفضل التامل,9
يبدو أن الطعام الجديد الذي حضرته يناسب جميع العواطف في القائمة,general,SYNTHETIC,NA,True,يبدو ان الطعام الجديد الذي حضرته يناسب جميع العواطف في القائمه,11
في الأوقات الصعبة، تدعم الأسرة عائلتي في مواجهة التحديات,general,SYNTHETIC,NA,True,في الاوقات الصعبه، تدعم الاسره عائلتي في مواجهه التحديات,9
هذا الكاتب يكتب باللغة العربية الفصحى بطريقة مبتكرة وممتعة جداً,general,SYNTHETIC,NA,True,هذا الكاتب يكتب باللغه العربيه الفصحي بطريقه مبتكره وممتعه جدا,10
عندما تعلم ما الذي يمكن القيام به، يكون الأمر أسهل بكثير,general,SYNTHETIC,NA,True,عندما تعلم ما الذي يمكن القيام به، يكون الامر اسهل بكثير,11
في ظروف الوباء، استخدمت التكنولوجيا للاستمرار في العمل عبر الإنترنت,general,SYNTHETIC,NA,True,في ظروف الوباء، استخدمت التكنولوجيا للاستمرار في العمل عبر الانترنت,10
من الصعب دائماً أن تجد الوقت المناسب لحضور الحفلات الاجتماعية,general,SYNTHETIC,NA,True,من الصعب دائما ان تجد الوقت المناسب لحضور الحفلات الاجتماعيه,10
هذا المشروع يهدف إلى تحسين وصول الناس إلى المياه الصالحة للشرب,general,SYNTHETIC,NA,True,هذا المشروع يهدف الي تحسين وصول الناس الي المياه الصالحه للشرب,11
يُشجِّع الأطباء الأفراد على التغذية الصحية الجيدة للحفاظ على الصحة,general,SYNTHETIC,NA,True,يشجع الاطباء الافراد علي التغذيه الصحيه الجيده للحفاظ علي الصحه,10
تسعى الفتاة الصغيرة إلى الحصول على أعلى درجات في مدرستها,general,SYNTHETIC,NA,True,تسعي الفتاه الصغيره الي الحصول علي اعلي درجات في مدرستها,10
تتفاجأ زوجة الشاب باللمسة الحببية التي أهداها لها خطيبته,general,SYNTHETIC,NA,True,تتفاجا زوجه الشاب باللمسه الحببيه التي اهداها لها خطيبته,9
الحاجة ماسة لأصحاب الخبرات لمساعدة الشباب على التطور الوظيفي,general,SYNTHETIC,NA,True,الحاجه ماسه لاصحاب الخبرات لمساعده الشباب علي التطور الوظيفي,9
تشارك المعلمات الدروس عبر تطبيق درسك لتسهيل تعليم الطالبات في منازلهن,general,SYNTHETIC,NA,True,تشارك المعلمات الدروس عبر تطبيق درسك لتسهيل تعليم الطالبات في منازلهن,11
يتفهم الأخ الضيف أن الهدوء هو ما يتوقعه من قبله عند زيارة البيت,general,SYNTHETIC,NA,True,يتفهم الاخ الضيف ان الهدوء هو ما يتوقعه من قبله عند زياره البيت,13
تتسأل المرأة هل يمكنها التعبير عن مشاعرها بشكل أكثر فعالية على وسائل التواصل الاجتماعي؟,general,SYNTHETIC,NA,True,تتسال المراه هل يمكنها التعبير عن مشاعرها بشكل اكثر فعاليه علي وسائل التواصل الاجتماعي؟,14
يعاني الموظفون كثيرا من التوتر النفسي بسبب الضغوط الكبيرة في العمل,general,SYNTHETIC,NA,True,يعاني الموظفون كثيرا من التوتر النفسي بسبب الضغوط الكبيره في العمل,11
تفضل السيدة الستة بصحبة حميمة لأنها تشعر بأن هذا يجعل حياتها أكثر سعادة,general,SYNTHETIC,NA,True,تفضل السيده السته بصحبه حميمه لانها تشعر بان هذا يجعل حياتها اكثر سعاده,13
تعيش المرأة حياتها بشكل مستقل بعد وفاة والديها، ولا تعيش تحت وصايتهم,general,SYNTHETIC,NA,True,تعيش المراه حياتها بشكل مستقل بعد وفاه والديها، ولا تعيش تحت وصايتهم,12
أعجبت بالمسلسل الجميل الذي قدمه الشاعر، فهو جعل القصص الإنسانية أكثر إثارة للإعجاب,general,SYNTHETIC,NA,True,اعجبت بالمسلسل الجميل الذي قدمه الشاعر، فهو جعل القصص الانسانيه اكثر اثاره للاعجاب,13
تتفاخر الأم بذكاء ابنها الصغير الذي استطاع حل难题在一个小时内,general,SYNTHETIC,NA,True,تتفاخر الام بذكاء ابنها الصغير الذي استطاع حل,8
تستقبل الأصدقاء دائما بحنان، لكنها لا تظهر هذا الحنان للأشخاص الذين لا تقصد الإ befriending,general,SYNTHETIC,NA,True,تستقبل الاصدقاء دائما بحنان، لكنها لا تظهر هذا الحنان للاشخاص الذين لا تقصد الا,14
تتفهم الصديقة قلق صديقتها الجديدة على مرض والدتها وتشجعها على البحث عن رعاية طبية,general,SYNTHETIC,NA,True,تتفهم الصديقه قلق صديقتها الجديده علي مرض والدتها وتشجعها علي البحث عن رعايه طبيه,14
يبدو أن الشاب الجديد في العمل قد عثر على عمله حيث يجد الاستمتاع في كل يوم,general,SYNTHETIC,NA,True,يبدو ان الشاب الجديد في العمل قد عثر علي عمله حيث يجد الاستمتاع في كل يوم,16
تتفهم المدرّسة الطالبات أنهن يحتاجن إلى الوقت للتغلب على الصعوبات في تحضير الواجبات المنزلية,general,SYNTHETIC,NA,True,تتفهم المدرسه الطالبات انهن يحتاجن الي الوقت للتغلب علي الصعوبات في تحضير الواجبات المنزليه,14
تعجب الرجل بمظهر المرأة في الصور التي تم التقاطها في المناسبة الاجتماعية، وهي تبدو أكثر إشراقاً,general,SYNTHETIC,NA,True,تعجب الرجل بمظهر المراه في الصور التي تم التقاطها في المناسبه الاجتماعيه، وهي تبدو اكثر اشراقا,16
تتفوق الطالبة في اختبار الكتابة بشكل غير متوقع، مما غيّر وجهتها العملية وجعلها ترغب في الت专攻英语文学,general,SYNTHETIC,NA,True,تتفوق الطالبه في اختبار الكتابه بشكل غير متوقع، مما غير وجهتها العمليه وجعلها ترغب في الت,16
يفكر محمد في السفر إلى إيران قريبا لزيارة الأماكن التاريخية,general,SYNTHETIC,NA,True,يفكر محمد في السفر الي ايران قريبا لزياره الاماكن التاريخيه,10
العديد من الشباب يستخدمون تطبيق الفواكه للبحث عن عمل في الشارع,general,SYNTHETIC,NA,True,العديد من الشباب يستخدمون تطبيق الفواكه للبحث عن عمل في الشارع,11
أنت أجمل من أي وقت مضى، حبيبتي,general,SYNTHETIC,NA,True,انت اجمل من اي وقت مضي، حبيبتي,7
هذا الشاي يعتبر علاجا طبيعيا للعديد من الأمراض الجلدية,general,SYNTHETIC,NA,True,هذا الشاي يعتبر علاجا طبيعيا للعديد من الامراض الجلديه,9
كثير من الأطباء يشجعون تناول الخضروات يوميا للحفاظ على الصحة,general,SYNTHETIC,NA,True,كثير من الاطباء يشجعون تناول الخضروات يوميا للحفاظ علي الصحه,10
أنا ضد فكرة التدخل في شؤون دول أخرى، هذا سيعود ب Costs كبيرة على الأمن العالمي,general,SYNTHETIC,NA,True,انا ضد فكره التدخل في شؤون دول اخري، هذا سيعود ب كبيره علي الامن العالمي,15
توفيق لديه مشكلة مع زوجته بسبب عدم وجود وقته للترفيه معها,general,SYNTHETIC,NA,True,توفيق لديه مشكله مع زوجته بسبب عدم وجود وقته للترفيه معها,11
يستخدم العديد من الأشخاص الآن ميزانية الفيسبوك للتخطيط لأوقاتهم,general,SYNTHETIC,NA,True,يستخدم العديد من الاشخاص الان ميزانيه الفيسبوك للتخطيط لاوقاتهم,9
كثير من الطلاب يستخدمون مواقع التدوين لإظهار أعمالهم الدراسية أمام العالم,general,SYNTHETIC,NA,True,كثير من الطلاب يستخدمون مواقع التدوين لاظهار اعمالهم الدراسيه امام العالم,11
تقول زميلتي إنه يجب التعامل مع الأمور بطريقة تساعد الجميع على الاستفادة منها,general,SYNTHETIC,NA,True,تقول زميلتي انه يجب التعامل مع الامور بطريقه تساعد الجميع علي الاستفاده منها,13
أنا أتفهم مشاعرك لكنني لا أ agree مع رأيك هذه المرة,general,SYNTHETIC,NA,True,انا اتفهم مشاعرك لكنني لا ا مع رايك هذه المره,10
توفيق يستخدم برنامج الويب للبحث عن فرصة عمل جديدة في مجال البرمجة,general,SYNTHETIC,NA,True,توفيق يستخدم برنامج الويب للبحث عن فرصه عمل جديده في مجال البرمجه,12
أنا متفائل أن ي succeed ابننا في حياته العلمية رغم الصعوبات التي يواجهها,general,SYNTHETIC,NA,True,انا متفائل ان ي ابننا في حياته العلميه رغم الصعوبات التي يواجهها,12
يقول العديد من الخبراء أن التكنولوجيا أصبحت أساسية في العملية التعليمية,general,SYNTHETIC,NA,True,يقول العديد من الخبراء ان التكنولوجيا اصبحت اساسيه في العمليه التعليميه,11
من الجيد أن نتبادل الآراء في الاجتماعات لأن هذا يحفز التفكير النقدي,general,SYNTHETIC,NA,True,من الجيد ان نتبادل الاراء في الاجتماعات لان هذا يحفز التفكير النقدي,12
أنا متحمس للمشاركة في المشروع الجديد وأنجز المزيد من الأهداف المهنية الخاصة بي,general,SYNTHETIC,NA,True,انا متحمس للمشاركه في المشروع الجديد وانجز المزيد من الاهداف المهنيه الخاصه بي,13
هناك العديد من القضايا الاجتماعية التي تحتاج إلى حلول مستدامة وإيجابية,general,SYNTHETIC,NA,True,هناك العديد من القضايا الاجتماعيه التي تحتاج الي حلول مستدامه وايجابيه,11
أنا أشعر بالحزن عندما أرى الصور الحزينة على وسائل التواصل الاجتماعي,general,SYNTHETIC,NA,True,انا اشعر بالحزن عندما اري الصور الحزينه علي وسائل التواصل الاجتماعي,11
من الصعب التعبير عن الحزن بوضوح مع الكلمات,general,SYNTHETIC,NA,True,من الصعب التعبير عن الحزن بوضوح مع الكلمات,8
أنا أحب أن أسأل الناس عما لديهم من آراء حول الأمور,general,SYNTHETIC,NA,True,انا احب ان اسال الناس عما لديهم من اراء حول الامور,11
في الصباح، غالباً ما أستيقظ بشعور بالنشاط والإشراقة,general,SYNTHETIC,NA,True,في الصباح، غالبا ما استيقظ بشعور بالنشاط والاشراقه,8
يبدو أن الطقس سيتحول إلى مطر غزير خلال الأيام القليلة القادمة,general,SYNTHETIC,NA,True,يبدو ان الطقس سيتحول الي مطر غزير خلال الايام القليله القادمه,11
عندما يشتاق شخص ما لمجتمعه الأصلي، يمكن أن يشعر بالانكسار,general,SYNTHETIC,NA,True,عندما يشتاق شخص ما لمجتمعه الاصلي، يمكن ان يشعر بالانكسار,10
تريد دائماً أن تتعلم المزيد عن الثقافات الأخرى واللغات المختلفة,general,SYNTHETIC,NA,True,تريد دائما ان تتعلم المزيد عن الثقافات الاخري واللغات المختلفه,10
كانت تذكرة السينما مخفية في أحد زوايا الخزانة حتى الآن,general,SYNTHETIC,NA,True,كانت تذكره السينما مخفيه في احد زوايا الخزانه حتي الان,10
يعتقد أن استخدام الإنترنت كوسيلة للتواصل مع الأصدقاء يمكن أن يكون ضارا,general,SYNTHETIC,NA,True,يعتقد ان استخدام الانترنت كوسيله للتواصل مع الاصدقاء يمكن ان يكون ضارا,12
الحلويات تصبح أكثر جاذبية عند الإفطار في أيام الغداء,general,SYNTHETIC,NA,True,الحلويات تصبح اكثر جاذبيه عند الافطار في ايام الغداء,9
أنا لا أعتقد أن العمل يمكنه تحقيق كل شيء في حياة الشخص,general,SYNTHETIC,NA,True,انا لا اعتقد ان العمل يمكنه تحقيق كل شيء في حياه الشخص,12
في هذه المدينة، الناس يشعرون بأنهم أكثر قربًا واحترامًا,general,SYNTHETIC,NA,True,في هذه المدينه، الناس يشعرون بانهم اكثر قربا واحتراما,9
أنا آسف جداً لأنني لم أتمكن من الوصول إلى الإنترنت اليوم,general,SYNTHETIC,NA,True,انا اسف جدا لانني لم اتمكن من الوصول الي الانترنت اليوم,11
عندما يمر الصبر بجانبه، يمكن أن يجعل الأمور يبدو أنها تحول دون الرغبة في القيام بأي شيء,general,SYNTHETIC,NA,True,عندما يمر الصبر بجانبه، يمكن ان يجعل الامور يبدو انها تحول دون الرغبه في القيام باي شيء,17
أنا أعتذر إذا كانت رسالتي غير واضحة لفهمك,general,SYNTHETIC,NA,True,انا اعتذر اذا كانت رسالتي غير واضحه لفهمك,8
أنا أقدر جهدك كثيراً، فأنت تعمل بكل قوة لتحقيق أهداف فريقك,general,SYNTHETIC,NA,True,انا اقدر جهدك كثيرا، فانت تعمل بكل قوه لتحقيق اهداف فريقك,11
أعتقد أن الطعام المحلي هو الأكثر قيمة بسبب طريقة استخلاص اللذة منه,general,SYNTHETIC,NA,True,اعتقد ان الطعام المحلي هو الاكثر قيمه بسبب طريقه استخلاص اللذه منه,12
